vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
V001709,Motorbike,4,50,Petrol,74.56,231379.0
V001710,Light Truck,3,3500,Diesel,70.93,22247.0
V001711,Medium Truck,0,8000,Diesel,77.33,23057.0
V001712,Medium Truck,13,8000,Diesel,83.07,301378.0
V001713,Light Truck,11,3500,Diesel,83.04,99417.0
V001714,Light Truck,10,3500,Diesel,64.53,219791.0
V001715,Light Truck,8,3500,Diesel,92.27,167247.0
V001716,Van,2,1000,Petrol,98.8,202447.0
V001717,Heavy Truck,14,20000,Diesel,71.65,140580.0
V001718,Medium Truck,1,8000,Diesel,79.51,151876.0
V001719,Heavy Truck,13,20000,Diesel,95.23,352740.0
V001720,Heavy Truck,6,20000,Diesel,94.43,222840.0
V001721,Van,12,1000,Petrol,100.0,232526.0
V001722,Light Truck,4,3500,Diesel,89.22,200724.0
V001723,Medium Truck,5,8000,Diesel,77.65,234972.0
V001724,Light Truck,3,3500,Diesel,87.12,172860.0
V001725,Heavy Truck,6,20000,Diesel,80.45,190313.0
V001726,Van,7,1000,Petrol,89.13,49482.0
V001727,Van,7,1000,Petrol,60.14,357021.0
V001728,Heavy Truck,6,20000,Diesel,91.41,202453.0
V001729,Medium Truck,6,8000,Diesel,79.24,214451.0
V001730,Light Truck,0,3500,Diesel,85.59,112867.0
V001731,Van,3,1000,Petrol,85.7,120453.0
V001732,Van,1,1000,Petrol,81.83,368619.0
V001733,Light Truck,14,3500,Diesel,82.73,174501.0
V001734,Light Truck,1,3500,Diesel,76.27,271766.0
V001735,Light Truck,1,3500,Diesel,85.0,202661.0
V001736,Heavy Truck,8,20000,Diesel,97.46,113417.0
V001737,Medium Truck,3,8000,Diesel,81.11,187006.0
V001738,Van,2,1000,Petrol,58.84,342846.0
V001739,Light Truck,0,3500,Diesel,62.18,235408.0
V001740,Light Truck,6,3500,Diesel,96.42,65815.0
V001741,Light Truck,0,3500,Diesel,93.85,267224.0
V001742,Medium Truck,0,8000,Diesel,79.46,251154.0
V001743,Van,8,1000,Petrol,85.15,322029.0
V001744,Light Truck,2,3500,Diesel,77.21,171709.0
V001745,Light Truck,5,3500,Diesel,86.03,269224.0
V001746,Medium Truck,13,8000,Diesel,84.56,207899.0
V001747,Light Truck,12,3500,Diesel,80.67,369244.0
V001748,Light Truck,12,3500,Diesel,96.54,162670.0
V001749,Van,13,1000,Petrol,78.15,261455.0
V001750,Medium Truck,2,8000,Diesel,67.08,280976.0
V001751,Van,13,1000,Petrol,58.79,283609.0
V001752,Light Truck,8,3500,Diesel,78.89,228700.0
V001753,Medium Truck,4,8000,Diesel,82.83,152098.0
V001754,Van,8,1000,Petrol,68.64,286023.0
V001755,Medium Truck,13,8000,Diesel,98.45,275828.0
V001756,Van,4,1000,Petrol,61.97,122802.0
V001757,Medium Truck,13,8000,Diesel,68.36,194768.0
V001758,Light Truck,4,3500,Diesel,93.48,215425.0
V001759,Medium Truck,8,8000,Diesel,74.54,176238.0
V001760,Medium Truck,4,8000,Diesel,76.37,79354.0
V001761,Heavy Truck,13,20000,Diesel,38.69,120822.0
V001762,Medium Truck,13,8000,Diesel,65.15,135557.0
V001763,Medium Truck,3,8000,Diesel,78.63,23832.0
V001764,Light Truck,11,3500,Diesel,78.25,187202.0
V001765,Light Truck,11,3500,Diesel,83.66,102334.0
V001766,Light Truck,6,3500,Diesel,98.93,166799.0
V001767,Medium Truck,0,8000,Diesel,75.24,251812.0
V001768,Medium Truck,12,8000,Diesel,77.97,228808.0
V001769,Light Truck,14,3500,Diesel,89.94,61181.0
V001770,Light Truck,13,3500,Diesel,75.81,298065.0
V001771,Van,4,1000,Petrol,80.2,299627.0
V001772,Van,3,1000,Petrol,79.08,224241.0
V001773,Medium Truck,14,8000,Diesel,80.07,100162.0
V001774,Van,10,1000,Petrol,77.82,151576.0
V001775,Van,4,1000,Petrol,72.92,24473.0
V001776,Van,10,1000,Petrol,71.8,234639.0
V001777,Light Truck,9,3500,Diesel,79.02,232008.0
V001778,Light Truck,10,3500,Diesel,85.67,304542.0
V001779,Medium Truck,14,8000,Diesel,88.97,182929.0
V001780,Medium Truck,0,8000,Diesel,82.59,1000.0
V001781,Heavy Truck,5,20000,Diesel,87.34,208245.0
V001782,Light Truck,3,3500,Diesel,63.51,225015.0
V001783,Heavy Truck,7,20000,Diesel,88.32,1000.0
V001784,Light Truck,8,3500,Diesel,72.74,157461.0
V001785,Medium Truck,8,8000,Diesel,100.0,120835.0
V001786,Medium Truck,6,8000,Diesel,85.31,241765.0
V001787,Light Truck,2,3500,Diesel,100.0,134682.0
V001788,Heavy Truck,1,20000,Diesel,88.87,61644.0
V001789,Medium Truck,7,8000,Diesel,85.55,222953.0
V001790,Van,4,1000,Petrol,96.59,229638.0
V001791,Van,11,1000,Petrol,91.1,18321.0
V001792,Van,4,1000,Petrol,84.05,35331.0
V001793,Motorbike,4,50,Petrol,100.0,49027.0
V001794,Motorbike,2,50,Petrol,74.48,316600.0
V001795,Van,3,1000,Petrol,79.53,223657.0
V001796,Light Truck,5,3500,Diesel,70.78,91489.0
V001797,Light Truck,9,3500,Diesel,87.32,127603.0
V001798,Light Truck,5,3500,Diesel,83.95,307363.0
V001799,Medium Truck,12,8000,Diesel,73.37,249027.0
V001800,Van,9,1000,Petrol,93.14,211370.0
V001801,Medium Truck,8,8000,Diesel,100.0,202077.0
V001802,Light Truck,1,3500,Diesel,75.98,360923.0
V001803,Light Truck,12,3500,Diesel,68.24,153031.0
V001804,Van,12,1000,Petrol,100.0,169789.0
V001805,Light Truck,14,3500,Diesel,63.65,389975.0
V001806,Van,4,1000,Petrol,87.28,306035.0
V001807,Van,13,1000,Petrol,95.49,131165.0
V001808,Van,2,1000,Petrol,87.1,94477.0
V001809,Van,11,1000,Petrol,93.65,75427.0
V001810,Motorbike,3,50,Petrol,58.87,154765.0
V001811,Van,8,1000,Petrol,78.9,141163.0
V001812,Light Truck,5,3500,Diesel,91.55,32946.0
V001813,Medium Truck,12,8000,Diesel,68.14,365081.0
V001814,Medium Truck,11,8000,Diesel,85.17,195790.0
V001815,Heavy Truck,4,20000,Diesel,96.88,52453.0
V001816,Van,0,1000,Petrol,76.72,211839.0
V001817,Medium Truck,14,8000,Diesel,63.99,157510.0
V001818,Van,2,1000,Petrol,96.31,211530.0
V001819,Van,1,1000,Petrol,82.83,62951.0
V001820,Light Truck,4,3500,Diesel,73.1,222428.0
V001821,Van,0,1000,Petrol,73.17,20751.0
V001822,Van,0,1000,Petrol,65.36,274397.0
V001823,Light Truck,8,3500,Diesel,76.62,294678.0
V001824,Van,8,1000,Petrol,86.09,136861.0
V001825,Light Truck,5,3500,Diesel,84.44,300524.0
V001826,Van,3,1000,Petrol,92.55,291711.0
V001827,Van,12,1000,Petrol,100.0,179261.0
V001828,Light Truck,1,3500,Diesel,86.7,140021.0
V001829,Light Truck,2,3500,Diesel,85.59,174639.0
V001830,Light Truck,7,3500,Diesel,66.31,157702.0
V001831,Medium Truck,9,8000,Diesel,76.7,229267.0
V001832,Medium Truck,8,8000,Diesel,100.0,169741.0
V001833,Heavy Truck,14,20000,Diesel,65.93,344741.0
V001834,Light Truck,9,3500,Diesel,65.55,128818.0
V001835,Light Truck,10,3500,Diesel,100.0,307439.0
V001836,Van,4,1000,Petrol,77.44,199199.0
V001837,Heavy Truck,7,20000,Diesel,95.44,19366.0
V001838,Light Truck,10,3500,Diesel,60.89,265430.0
V001839,Light Truck,4,3500,Diesel,75.18,135408.0
V001840,Medium Truck,6,8000,Diesel,76.76,168299.0
V001841,Medium Truck,1,8000,Diesel,76.15,300559.0
V001842,Van,13,1000,Petrol,83.82,102929.0
V001843,Medium Truck,2,8000,Diesel,65.54,274726.0
V001844,Light Truck,13,3500,Diesel,91.13,102397.0
V001845,Van,6,1000,Petrol,72.77,156884.0
V001846,Light Truck,2,3500,Diesel,90.68,218529.0
V001847,Medium Truck,2,8000,Diesel,70.07,6452.0
V001848,Light Truck,5,3500,Diesel,81.86,146013.0
V001849,Van,1,1000,Petrol,81.96,142513.0
V001850,Light Truck,12,3500,Diesel,99.86,98873.0
V001851,Van,4,1000,Petrol,82.26,353013.0
V001852,Light Truck,12,3500,Diesel,85.79,71129.0
V001853,Van,11,1000,Petrol,88.0,244425.0
V001854,Light Truck,11,3500,Diesel,57.61,213387.0
V001855,Van,11,1000,Petrol,84.08,287763.0
V001856,Heavy Truck,13,20000,Diesel,69.53,92438.0
V001857,Light Truck,9,3500,Diesel,72.7,36198.0
V001858,Light Truck,12,3500,Diesel,62.35,272109.0
V001859,Van,7,1000,Petrol,86.19,36770.0
V001860,Heavy Truck,1,20000,Diesel,80.79,249593.0
V001861,Medium Truck,14,8000,Diesel,67.17,246431.0
V001862,Heavy Truck,14,20000,Diesel,87.48,177916.0
V001863,Heavy Truck,8,20000,Diesel,77.39,265398.0
V001864,Light Truck,10,3500,Diesel,68.46,178082.0
V001865,Van,12,1000,Petrol,63.41,245931.0
V001866,Light Truck,14,3500,Diesel,71.01,242134.0
V001867,Van,0,1000,Petrol,92.5,194570.0
V001868,Van,5,1000,Petrol,77.37,161867.0
V001869,Van,9,1000,Petrol,85.37,326959.0
V001870,Light Truck,12,3500,Diesel,66.39,271537.0
V001871,Medium Truck,2,8000,Diesel,70.37,35580.0
V001872,Motorbike,0,50,Petrol,75.15,143796.0
V001873,Van,11,1000,Petrol,67.29,137059.0
V001874,Light Truck,12,3500,Diesel,84.01,223754.0
V001875,Motorbike,9,50,Petrol,88.72,278539.0
V001876,Light Truck,12,3500,Diesel,66.82,112682.0
V001877,Van,2,1000,Petrol,94.27,254644.0
V001878,Medium Truck,12,8000,Diesel,65.57,197757.0
V001879,Van,2,1000,Petrol,62.72,230893.0
V001880,Light Truck,14,3500,Diesel,69.13,281423.0
V001881,Motorbike,12,50,Petrol,90.82,68959.0
V001882,Light Truck,2,3500,Diesel,77.76,80969.0
V001883,Medium Truck,9,8000,Diesel,86.43,145418.0
V001884,Heavy Truck,8,20000,Diesel,95.67,302399.0
V001885,Heavy Truck,10,20000,Diesel,87.38,151820.0
V001886,Medium Truck,11,8000,Diesel,83.52,200559.0
V001887,Medium Truck,13,8000,Diesel,86.35,296781.0
V001888,Medium Truck,4,8000,Diesel,75.8,172639.0
V001889,Heavy Truck,5,20000,Diesel,95.44,88556.0
V001890,Heavy Truck,6,20000,Diesel,65.29,304778.0
V001891,Van,5,1000,Petrol,76.82,76558.0
V001892,Light Truck,4,3500,Diesel,100.0,138787.0
V001893,Light Truck,7,3500,Diesel,82.9,166942.0
V001894,Van,3,1000,Petrol,100.0,14128.0
V001895,Van,5,1000,Petrol,71.67,157238.0
V001896,Light Truck,14,3500,Diesel,81.97,223641.0
V001897,Van,4,1000,Petrol,83.69,153561.0
V001898,Light Truck,12,3500,Diesel,87.86,1000.0
V001899,Van,8,1000,Petrol,93.48,117423.0
V001900,Van,5,1000,Petrol,77.57,1000.0
V001901,Light Truck,1,3500,Diesel,50.93,189971.0
V001902,Heavy Truck,1,20000,Diesel,90.84,110151.0
V001903,Light Truck,8,3500,Diesel,100.0,278625.0
V001904,Van,14,1000,Petrol,99.2,47948.0
V001905,Medium Truck,10,8000,Diesel,77.91,309516.0
V001906,Van,14,1000,Petrol,64.9,287653.0
V001907,Motorbike,11,50,Petrol,100.0,291777.0
V001908,Light Truck,2,3500,Diesel,77.64,127900.0
V001909,Light Truck,10,3500,Diesel,94.71,357286.0
V001910,Van,5,1000,Petrol,89.02,321871.0
V001911,Van,8,1000,Petrol,99.05,247527.0
V001912,Medium Truck,12,8000,Diesel,97.35,188795.0
V001913,Light Truck,4,3500,Diesel,79.54,293431.0
V001914,Medium Truck,3,8000,Diesel,89.55,251599.0
V001915,Van,3,1000,Petrol,47.63,3420.0
V001916,Van,9,1000,Petrol,70.03,222871.0
V001917,Van,13,1000,Petrol,100.0,307289.0
V001918,Medium Truck,11,8000,Diesel,78.24,282580.0
V001919,Medium Truck,2,8000,Diesel,91.25,94571.0
V001920,Medium Truck,8,8000,Diesel,92.61,145633.0
V001921,Van,12,1000,Petrol,93.54,117032.0
V001922,Van,8,1000,Petrol,92.79,95667.0
V001923,Van,7,1000,Petrol,91.85,181337.0
V001924,Medium Truck,13,8000,Diesel,100.0,215295.0
V001925,Heavy Truck,11,20000,Diesel,75.47,137541.0
V001926,Heavy Truck,5,20000,Diesel,74.26,261287.0
V001927,Heavy Truck,10,20000,Diesel,61.3,118925.0
V001928,Light Truck,5,3500,Diesel,86.51,188644.0
V001929,Heavy Truck,10,20000,Diesel,81.14,58219.0
V001930,Medium Truck,5,8000,Diesel,86.01,174018.0
V001931,Van,11,1000,Petrol,76.99,277804.0
V001932,Light Truck,10,3500,Diesel,78.38,175020.0
V001933,Light Truck,1,3500,Diesel,79.41,386884.0
V001934,Medium Truck,0,8000,Diesel,77.93,314902.0
V001935,Medium Truck,6,8000,Diesel,97.19,405230.0
V001936,Light Truck,4,3500,Diesel,57.58,205302.0
V001937,Light Truck,6,3500,Diesel,94.05,101537.0
V001938,Van,11,1000,Petrol,100.0,1000.0
V001939,Medium Truck,9,8000,Diesel,70.86,171341.0
V001940,Van,4,1000,Petrol,67.59,93228.0
V001941,Medium Truck,1,8000,Diesel,82.04,205702.0
V001942,Medium Truck,9,8000,Diesel,84.67,29694.0
V001943,Van,8,1000,Petrol,74.21,134147.0
V001944,Light Truck,5,3500,Diesel,81.34,42474.0
V001945,Van,8,1000,Petrol,78.16,70458.0
V001946,Light Truck,7,3500,Diesel,79.22,221467.0
V001947,Medium Truck,8,8000,Diesel,85.59,138096.0
V001948,Van,12,1000,Petrol,75.49,225009.0
V001949,Light Truck,1,3500,Diesel,88.08,247724.0
V001950,Van,6,1000,Petrol,89.44,114819.0
V001951,Light Truck,3,3500,Diesel,100.0,188070.0
V001952,Van,0,1000,Petrol,99.82,318137.0
V001953,Medium Truck,4,8000,Diesel,70.28,209886.0
V001954,Light Truck,5,3500,Diesel,84.25,262346.0
V001955,Van,5,1000,Petrol,73.77,222536.0
V001956,Van,2,1000,Petrol,83.8,162112.0
V001957,Medium Truck,0,8000,Diesel,91.62,32680.0
V001958,Light Truck,3,3500,Diesel,61.93,288629.0
V001959,Medium Truck,14,8000,Diesel,100.0,250596.0
V001960,Medium Truck,10,8000,Diesel,100.0,192395.0
V001961,Van,1,1000,Petrol,79.67,15097.0
V001962,Medium Truck,9,8000,Diesel,94.35,181097.0
V001963,Van,11,1000,Petrol,82.66,168912.0
V001964,Van,12,1000,Petrol,90.06,204840.0
V001965,Van,12,1000,Petrol,98.47,408876.0
V001966,Van,2,1000,Petrol,79.58,264080.0
V001967,Medium Truck,7,8000,Diesel,77.62,191317.0
V001968,Light Truck,9,3500,Diesel,82.35,1000.0
V001969,Van,6,1000,Petrol,56.67,98435.0
V001970,Light Truck,8,3500,Diesel,98.0,14021.0
V001971,Light Truck,2,3500,Diesel,95.61,136776.0
V001972,Light Truck,1,3500,Diesel,66.28,106342.0
V001973,Medium Truck,9,8000,Diesel,89.72,239544.0
V001974,Medium Truck,9,8000,Diesel,94.75,142481.0
V001975,Heavy Truck,1,20000,Diesel,92.0,325519.0
V001976,Van,1,1000,Petrol,84.35,198758.0
V001977,Light Truck,6,3500,Diesel,80.37,268222.0
V001978,Motorbike,2,50,Petrol,55.53,149991.0
V001979,Light Truck,11,3500,Diesel,90.56,399234.0
V001980,Van,3,1000,Petrol,99.66,208929.0
V001981,Medium Truck,8,8000,Diesel,85.45,122664.0
V001982,Van,1,1000,Petrol,62.55,195488.0
V001983,Van,1,1000,Petrol,85.9,217611.0
V001984,Light Truck,9,3500,Diesel,98.97,203722.0
V001985,Van,7,1000,Petrol,70.01,254933.0
V001986,Heavy Truck,10,20000,Diesel,75.9,205205.0
V001987,Light Truck,0,3500,Diesel,100.0,146608.0
V001988,Medium Truck,8,8000,Diesel,79.22,105934.0
V001989,Medium Truck,13,8000,Diesel,91.22,122294.0
V001990,Heavy Truck,10,20000,Diesel,59.74,161890.0
V001991,Van,8,1000,Petrol,88.95,258451.0
V001992,Van,5,1000,Petrol,85.67,72021.0
V001993,Van,8,1000,Petrol,98.15,212017.0
V001994,Van,4,1000,Petrol,82.13,94757.0
V001995,Light Truck,12,3500,Diesel,82.02,330863.0
V001996,Medium Truck,4,8000,Diesel,70.88,180906.0
V001997,Light Truck,8,3500,Diesel,68.06,93208.0
V001998,Medium Truck,11,8000,Diesel,65.32,374257.0
V001999,Medium Truck,10,8000,Diesel,73.73,267305.0
V002000,Van,7,1000,Petrol,82.8,154243.0
V002001,Van,14,1000,Petrol,75.87,50916.0
V002002,Light Truck,4,3500,Diesel,87.82,63846.0
V002003,Van,1,1000,Petrol,69.47,1000.0
V002004,Light Truck,6,3500,Diesel,67.4,352636.0
V002005,Heavy Truck,5,20000,Diesel,88.52,63322.0
V002006,Light Truck,7,3500,Diesel,93.57,228902.0
V002007,Motorbike,10,50,Petrol,78.69,206467.0
V002008,Van,8,1000,Petrol,69.43,251633.0
V002009,Light Truck,4,3500,Diesel,81.5,295421.0
V002010,Heavy Truck,1,20000,Diesel,78.9,317939.0
V002011,Van,0,1000,Petrol,89.38,95467.0
V002012,Medium Truck,10,8000,Diesel,93.13,195877.0
V002013,Medium Truck,9,8000,Diesel,85.15,203396.0
V002014,Motorbike,8,50,Petrol,85.74,15894.0
V002015,Van,12,1000,Petrol,78.03,120831.0
V002016,Medium Truck,11,8000,Diesel,97.2,120213.0
V002017,Medium Truck,14,8000,Diesel,83.8,51617.0
V002018,Light Truck,1,3500,Diesel,77.97,237410.0
V002019,Light Truck,4,3500,Diesel,92.5,154195.0
V002020,Light Truck,8,3500,Diesel,72.01,100438.0
V002021,Light Truck,11,3500,Diesel,77.72,69082.0
V002022,Van,4,1000,Petrol,100.0,233542.0
V002023,Heavy Truck,1,20000,Diesel,88.36,413177.0
V002024,Van,5,1000,Petrol,72.68,152889.0
V002025,Medium Truck,11,8000,Diesel,64.2,310967.0
V002026,Light Truck,8,3500,Diesel,82.95,204506.0
V002027,Heavy Truck,7,20000,Diesel,84.85,157142.0
V002028,Van,9,1000,Petrol,100.0,178820.0
V002029,Medium Truck,6,8000,Diesel,95.56,213087.0
V002030,Light Truck,3,3500,Diesel,80.85,283500.0
V002031,Van,6,1000,Petrol,83.98,97070.0
V002032,Light Truck,11,3500,Diesel,95.34,210287.0
V002033,Van,10,1000,Petrol,64.47,104129.0
V002034,Light Truck,13,3500,Diesel,76.33,282888.0
V002035,Van,8,1000,Petrol,88.02,249324.0
V002036,Light Truck,6,3500,Diesel,90.79,240293.0
V002037,Van,6,1000,Petrol,75.43,168600.0
V002038,Medium Truck,13,8000,Diesel,77.65,172701.0
V002039,Light Truck,12,3500,Diesel,84.59,197018.0
V002040,Light Truck,8,3500,Diesel,69.63,201099.0
V002041,Heavy Truck,14,20000,Diesel,86.94,78435.0
V002042,Van,5,1000,Petrol,85.59,190938.0
V002043,Van,8,1000,Petrol,71.87,162518.0
V002044,Motorbike,14,50,Petrol,79.42,109762.0
V002045,Medium Truck,0,8000,Diesel,75.79,357858.0
V002046,Van,9,1000,Petrol,82.66,151539.0
V002047,Light Truck,4,3500,Diesel,81.03,182158.0
V002048,Van,13,1000,Petrol,84.76,81866.0
V002049,Heavy Truck,4,20000,Diesel,82.67,1000.0
V002050,Van,14,1000,Petrol,63.86,125160.0
V002051,Van,5,1000,Petrol,100.0,234583.0
V002052,Light Truck,0,3500,Diesel,65.56,277824.0
V002053,Heavy Truck,13,20000,Diesel,76.45,270520.0
V002054,Medium Truck,6,8000,Diesel,79.25,30694.0
V002055,Light Truck,8,3500,Diesel,74.11,227495.0
V002056,Medium Truck,5,8000,Diesel,90.06,137492.0
V002057,Medium Truck,0,8000,Diesel,86.53,323373.0
V002058,Van,3,1000,Petrol,89.64,65330.0
V002059,Light Truck,9,3500,Diesel,73.05,195173.0
V002060,Medium Truck,2,8000,Diesel,72.45,221724.0
V002061,Light Truck,4,3500,Diesel,83.81,250735.0
V002062,Medium Truck,2,8000,Diesel,79.95,339586.0
V002063,Light Truck,3,3500,Diesel,89.0,203947.0
V002064,Medium Truck,14,8000,Diesel,61.46,192618.0
V002065,Light Truck,3,3500,Diesel,85.84,89586.0
V002066,Medium Truck,6,8000,Diesel,84.9,128858.0
V002067,Van,0,1000,Petrol,90.09,60778.0
V002068,Medium Truck,14,8000,Diesel,90.23,234129.0
V002069,Light Truck,14,3500,Diesel,71.03,43792.0
V002070,Light Truck,9,3500,Diesel,85.64,41612.0
V002071,Van,0,1000,Petrol,87.98,191671.0
V002072,Medium Truck,7,8000,Diesel,99.04,264889.0
V002073,Heavy Truck,5,20000,Diesel,74.03,188172.0
V002074,Motorbike,2,50,Petrol,83.48,389266.0
V002075,Van,11,1000,Petrol,89.62,161372.0
V002076,Van,10,1000,Petrol,80.97,94748.0
V002077,Medium Truck,6,8000,Diesel,68.22,223534.0
V002078,Medium Truck,8,8000,Diesel,72.93,239089.0
V002079,Light Truck,4,3500,Diesel,74.46,92982.0
V002080,Van,9,1000,Petrol,69.35,110892.0
V002081,Light Truck,12,3500,Diesel,81.51,172186.0
V002082,Van,5,1000,Petrol,82.41,169025.0
V002083,Medium Truck,2,8000,Diesel,87.0,217593.0
V002084,Medium Truck,8,8000,Diesel,65.42,177288.0
V002085,Medium Truck,0,8000,Diesel,99.8,146980.0
V002086,Heavy Truck,9,20000,Diesel,77.36,135624.0
V002087,Van,12,1000,Petrol,90.31,94787.0
V002088,Van,7,1000,Petrol,93.06,80254.0
V002089,Light Truck,5,3500,Diesel,92.24,308893.0
V002090,Light Truck,13,3500,Diesel,100.0,155815.0
V002091,Van,10,1000,Petrol,60.57,132422.0
V002092,Light Truck,3,3500,Diesel,79.73,167848.0
V002093,Medium Truck,9,8000,Diesel,89.21,156426.0
V002094,Van,0,1000,Petrol,100.0,65915.0
V002095,Light Truck,9,3500,Diesel,76.08,255335.0
V002096,Medium Truck,4,8000,Diesel,84.16,240892.0
V002097,Light Truck,14,3500,Diesel,85.09,1000.0
V002098,Van,1,1000,Petrol,68.68,157019.0
V002099,Light Truck,0,3500,Diesel,63.64,1000.0
V002100,Light Truck,8,3500,Diesel,95.32,170631.0
V002101,Medium Truck,7,8000,Diesel,81.6,96715.0
V002102,Van,4,1000,Petrol,84.09,1000.0
V002103,Medium Truck,8,8000,Diesel,67.68,192763.0
V002104,Van,5,1000,Petrol,73.52,89298.0
V002105,Motorbike,6,50,Petrol,71.52,239387.0
V002106,Light Truck,8,3500,Diesel,79.99,186882.0
V002107,Van,9,1000,Petrol,67.45,89356.0
V002108,Medium Truck,2,8000,Diesel,87.08,143475.0
V002109,Motorbike,10,50,Petrol,88.58,401194.0
V002110,Light Truck,10,3500,Diesel,81.65,121321.0
V002111,Light Truck,2,3500,Diesel,78.67,268211.0
V002112,Van,8,1000,Petrol,72.27,10094.0
V002113,Van,11,1000,Petrol,78.7,168483.0
V002114,Medium Truck,10,8000,Diesel,79.67,151572.0
V002115,Medium Truck,1,8000,Diesel,80.37,316038.0
V002116,Van,12,1000,Petrol,80.25,143249.0
V002117,Light Truck,0,3500,Diesel,90.11,88900.0
V002118,Motorbike,11,50,Petrol,91.74,204268.0
V002119,Motorbike,7,50,Petrol,65.59,31320.0
V002120,Medium Truck,4,8000,Diesel,97.88,237289.0
V002121,Heavy Truck,5,20000,Diesel,74.73,52860.0
V002122,Van,6,1000,Petrol,78.89,1000.0
V002123,Van,6,1000,Petrol,84.1,73276.0
V002124,Van,12,1000,Petrol,70.02,209769.0
V002125,Light Truck,4,3500,Diesel,85.6,268032.0
V002126,Medium Truck,8,8000,Diesel,92.79,274625.0
V002127,Medium Truck,7,8000,Diesel,98.26,145792.0
V002128,Heavy Truck,9,20000,Diesel,76.94,211948.0
V002129,Van,8,1000,Petrol,91.19,132084.0
V002130,Medium Truck,5,8000,Diesel,81.52,17760.0
V002131,Heavy Truck,1,20000,Diesel,87.96,280187.0
V002132,Medium Truck,2,8000,Diesel,79.72,48298.0
V002133,Van,13,1000,Petrol,72.96,243823.0
V002134,Medium Truck,9,8000,Diesel,74.61,72246.0
V002135,Van,12,1000,Petrol,94.38,152215.0
V002136,Van,10,1000,Petrol,83.0,209029.0
V002137,Van,10,1000,Petrol,92.16,176485.0
V002138,Heavy Truck,13,20000,Diesel,80.89,309609.0
V002139,Van,1,1000,Petrol,91.53,59269.0
V002140,Van,6,1000,Petrol,84.88,198128.0
V002141,Light Truck,0,3500,Diesel,84.27,65026.0
V002142,Light Truck,0,3500,Diesel,89.1,264726.0
V002143,Heavy Truck,0,20000,Diesel,71.39,362756.0
V002144,Van,6,1000,Petrol,68.04,118200.0
V002145,Light Truck,5,3500,Diesel,72.33,1000.0
V002146,Medium Truck,3,8000,Diesel,77.08,386118.0
V002147,Van,4,1000,Petrol,66.48,166303.0
V002148,Light Truck,10,3500,Diesel,78.05,184843.0
V002149,Medium Truck,10,8000,Diesel,69.42,43052.0
V002150,Van,9,1000,Petrol,84.72,145358.0
V002151,Light Truck,4,3500,Diesel,89.16,172886.0
V002152,Medium Truck,13,8000,Diesel,55.57,271319.0
V002153,Van,3,1000,Petrol,76.69,102165.0
V002154,Heavy Truck,2,20000,Diesel,77.69,182554.0
V002155,Medium Truck,11,8000,Diesel,77.76,209362.0
V002156,Van,14,1000,Petrol,74.95,191399.0
V002157,Motorbike,7,50,Petrol,79.96,169914.0
V002158,Van,5,1000,Petrol,89.98,162084.0
V002159,Van,7,1000,Petrol,100.0,138322.0
V002160,Light Truck,3,3500,Diesel,65.36,209051.0
V002161,Van,6,1000,Petrol,88.53,201066.0
V002162,Light Truck,9,3500,Diesel,77.76,382506.0
V002163,Light Truck,10,3500,Diesel,58.31,43603.0
V002164,Medium Truck,6,8000,Diesel,74.07,196963.0
V002165,Van,9,1000,Petrol,86.93,179219.0
V002166,Van,4,1000,Petrol,91.95,156553.0
V002167,Heavy Truck,10,20000,Diesel,84.82,154715.0
V002168,Van,6,1000,Petrol,90.64,188232.0
V002169,Light Truck,12,3500,Diesel,77.8,69634.0
V002170,Van,8,1000,Petrol,87.67,70546.0
V002171,Light Truck,1,3500,Diesel,66.09,87904.0
V002172,Light Truck,8,3500,Diesel,85.82,238564.0
V002173,Light Truck,8,3500,Diesel,88.26,182589.0
V002174,Light Truck,13,3500,Diesel,93.79,374077.0
V002175,Van,8,1000,Petrol,100.0,129937.0
V002176,Motorbike,9,50,Petrol,100.0,56743.0
V002177,Medium Truck,4,8000,Diesel,79.72,84756.0
V002178,Light Truck,0,3500,Diesel,72.7,69582.0
V002179,Heavy Truck,12,20000,Diesel,100.0,178922.0
V002180,Medium Truck,13,8000,Diesel,82.21,23986.0
V002181,Heavy Truck,10,20000,Diesel,91.64,106338.0
V002182,Medium Truck,0,8000,Diesel,77.76,187290.0
V002183,Van,9,1000,Petrol,72.53,286943.0
