,vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
3658,V003659,Van,4,1000,Petrol,100.0,186778.0
3659,V003660,Medium Truck,2,8000,Diesel,81.87,113446.0
3660,V003661,Medium Truck,8,8000,Diesel,64.31,190929.0
3661,V003662,Heavy Truck,11,20000,Diesel,87.51,160592.0
3662,V003663,Van,1,1000,Petrol,79.85,204102.0
3663,V003664,Van,3,1000,Petrol,71.25,174624.0
3664,V003665,Light Truck,2,3500,Diesel,98.43,43452.0
3665,V003666,Motorbike,0,50,Petrol,75.75,119533.0
3666,V003667,Light Truck,6,3500,Diesel,96.13,245131.0
3667,V003668,Van,8,1000,Petrol,78.32,204886.0
3668,V003669,Medium Truck,12,8000,Diesel,98.11,44668.0
3669,V003670,Light Truck,3,3500,Diesel,78.96,207456.0
3670,V003671,Heavy Truck,11,20000,Diesel,90.21,228674.0
3671,V003672,Heavy Truck,4,20000,Diesel,85.37,96473.0
3672,V003673,Van,0,1000,Petrol,78.22,112261.0
3673,V003674,Light Truck,1,3500,Diesel,86.75,202542.0
3674,V003675,Van,0,1000,Petrol,82.18,166025.0
3675,V003676,Heavy Truck,0,20000,Diesel,92.41,243315.0
3676,V003677,Light Truck,0,3500,Diesel,75.42,301371.0
3677,V003678,Van,7,1000,Petrol,86.09,219220.0
3678,V003679,Motorbike,4,50,Petrol,76.65,72526.0
3679,V003680,Heavy Truck,14,20000,Diesel,88.11,241487.0
3680,V003681,Heavy Truck,0,20000,Diesel,78.03,271710.0
3681,V003682,Van,8,1000,Petrol,52.65,205773.0
3682,V003683,Light Truck,12,3500,Diesel,100.0,26964.0
3683,V003684,Van,12,1000,Petrol,64.37,179631.0
3684,V003685,Light Truck,3,3500,Diesel,76.89,66248.0
3685,V003686,Medium Truck,3,8000,Diesel,79.53,40726.0
3686,V003687,Light Truck,6,3500,Diesel,85.06,194262.0
3687,V003688,Medium Truck,3,8000,Diesel,89.82,197029.0
3688,V003689,Light Truck,7,3500,Diesel,100.0,90791.0
3689,V003690,Light Truck,7,3500,Diesel,97.23,239032.0
3690,V003691,Motorbike,10,50,Petrol,75.89,179291.0
3691,V003692,Light Truck,2,3500,Diesel,78.66,274229.0
3692,V003693,Heavy Truck,4,20000,Diesel,83.54,104602.0
3693,V003694,Van,7,1000,Petrol,69.64,153490.0
3694,V003695,Medium Truck,2,8000,Diesel,83.16,76423.0
3695,V003696,Van,6,1000,Petrol,95.01,66745.0
3696,V003697,Van,0,1000,Petrol,98.61,276205.0
3697,V003698,Light Truck,9,3500,Diesel,71.21,211378.0
3698,V003699,Heavy Truck,2,20000,Diesel,86.0,227809.0
3699,V003700,Light Truck,13,3500,Diesel,88.11,296616.0
3700,V003701,Van,8,1000,Petrol,79.46,230854.0
3701,V003702,Medium Truck,10,8000,Diesel,88.79,58286.0
3702,V003703,Van,1,1000,Petrol,100.0,121309.0
3703,V003704,Van,9,1000,Petrol,68.58,203290.0
3704,V003705,Light Truck,0,3500,Diesel,100.0,63467.0
3705,V003706,Van,14,1000,Petrol,76.68,183950.0
3706,V003707,Van,5,1000,Petrol,76.49,210459.0
3707,V003708,Van,4,1000,Petrol,70.28,337517.0
3708,V003709,Van,11,1000,Petrol,87.25,193925.0
3709,V003710,Light Truck,3,3500,Diesel,83.31,70028.0
3710,V003711,Van,14,1000,Petrol,60.48,186712.0
3711,V003712,Medium Truck,5,8000,Diesel,100.0,326807.0
3712,V003713,Van,13,1000,Petrol,98.15,230522.0
3713,V003714,Light Truck,8,3500,Diesel,75.18,237791.0
3714,V003715,Heavy Truck,7,20000,Diesel,61.13,130236.0
3715,V003716,Light Truck,1,3500,Diesel,73.68,279922.0
3716,V003717,Light Truck,8,3500,Diesel,91.0,123900.0
3717,V003718,Light Truck,4,3500,Diesel,100.0,50391.0
3718,V003719,Medium Truck,12,8000,Diesel,68.84,369202.0
3719,V003720,Van,4,1000,Petrol,95.71,138685.0
3720,V003721,Light Truck,14,3500,Diesel,63.97,216272.0
3721,V003722,Van,9,1000,Petrol,67.3,105826.0
3722,V003723,Van,12,1000,Petrol,68.4,143634.0
3723,V003724,Light Truck,8,3500,Diesel,97.64,46133.0
3724,V003725,Motorbike,14,50,Petrol,92.97,192629.0
3725,V003726,Medium Truck,0,8000,Diesel,84.41,128373.0
3726,V003727,Light Truck,11,3500,Diesel,74.99,333347.0
3727,V003728,Light Truck,14,3500,Diesel,100.0,138775.0
3728,V003729,Medium Truck,3,8000,Diesel,70.27,212175.0
3729,V003730,Medium Truck,13,8000,Diesel,100.0,56485.0
3730,V003731,Heavy Truck,8,20000,Diesel,88.94,308430.0
3731,V003732,Light Truck,1,3500,Diesel,75.9,86768.0
3732,V003733,Light Truck,12,3500,Diesel,62.57,308421.0
3733,V003734,Medium Truck,9,8000,Diesel,93.06,178875.0
3734,V003735,Light Truck,14,3500,Diesel,67.75,405666.0
3735,V003736,Van,1,1000,Petrol,75.38,295761.0
3736,V003737,Van,7,1000,Petrol,88.9,276391.0
3737,V003738,Motorbike,1,50,Petrol,67.45,217906.0
3738,V003739,Light Truck,5,3500,Diesel,80.16,79150.0
3739,V003740,Light Truck,7,3500,Diesel,96.2,128594.0
3740,V003741,Van,13,1000,Petrol,90.48,189993.0
3741,V003742,Light Truck,9,3500,Diesel,77.18,75657.0
3742,V003743,Van,5,1000,Petrol,100.0,159064.0
3743,V003744,Van,11,1000,Petrol,77.76,279235.0
3744,V003745,Van,11,1000,Petrol,72.87,94809.0
3745,V003746,Medium Truck,11,8000,Diesel,92.98,194064.0
3746,V003747,Van,6,1000,Petrol,64.27,151825.0
3747,V003748,Medium Truck,8,8000,Diesel,68.7,164392.0
3748,V003749,Van,11,1000,Petrol,97.88,221872.0
3749,V003750,Medium Truck,3,8000,Diesel,83.51,347708.0
3750,V003751,Van,1,1000,Petrol,90.21,220566.0
3751,V003752,Light Truck,11,3500,Diesel,84.65,122757.0
3752,V003753,Van,10,1000,Petrol,86.15,342096.0
3753,V003754,Van,7,1000,Petrol,86.38,289721.0
3754,V003755,Van,12,1000,Petrol,82.65,71972.0
3755,V003756,Van,2,1000,Petrol,84.8,410342.0
3756,V003757,Van,7,1000,Petrol,81.46,1000.0
3757,V003758,Van,1,1000,Petrol,100.0,376819.0
3758,V003759,Van,14,1000,Petrol,75.65,270722.0
3759,V003760,Light Truck,1,3500,Diesel,52.19,87439.0
3760,V003761,Van,14,1000,Petrol,91.26,67081.0
3761,V003762,Light Truck,12,3500,Diesel,84.34,308705.0
3762,V003763,Light Truck,4,3500,Diesel,90.18,221482.0
3763,V003764,Van,13,1000,Petrol,79.01,243802.0
3764,V003765,Medium Truck,2,8000,Diesel,77.18,282804.0
3765,V003766,Light Truck,0,3500,Diesel,72.95,118148.0
3766,V003767,Van,13,1000,Petrol,100.0,156192.0
3767,V003768,Light Truck,2,3500,Diesel,90.86,35062.0
3768,V003769,Van,8,1000,Petrol,98.66,1000.0
3769,V003770,Light Truck,3,3500,Diesel,83.38,249676.0
3770,V003771,Heavy Truck,13,20000,Diesel,84.46,13486.0
3771,V003772,Medium Truck,13,8000,Diesel,73.04,68461.0
3772,V003773,Light Truck,10,3500,Diesel,87.36,1000.0
3773,V003774,Heavy Truck,6,20000,Diesel,93.18,110995.0
3774,V003775,Medium Truck,1,8000,Diesel,82.43,165130.0
3775,V003776,Heavy Truck,1,20000,Diesel,100.0,299281.0
3776,V003777,Van,4,1000,Petrol,88.1,288548.0
3777,V003778,Van,13,1000,Petrol,100.0,247098.0
3778,V003779,Light Truck,7,3500,Diesel,67.4,158105.0
3779,V003780,Heavy Truck,4,20000,Diesel,72.81,152863.0
3780,V003781,Medium Truck,8,8000,Diesel,60.05,211559.0
3781,V003782,Heavy Truck,5,20000,Diesel,62.62,97237.0
3782,V003783,Medium Truck,6,8000,Diesel,85.79,271373.0
3783,V003784,Medium Truck,11,8000,Diesel,72.93,217030.0
3784,V003785,Van,14,1000,Petrol,63.46,165782.0
3785,V003786,Van,1,1000,Petrol,66.41,36401.0
3786,V003787,Heavy Truck,8,20000,Diesel,100.0,350050.0
3787,V003788,Van,8,1000,Petrol,63.52,182997.0
3788,V003789,Light Truck,14,3500,Diesel,73.89,109541.0
3789,V003790,Van,11,1000,Petrol,91.63,142129.0
3790,V003791,Van,2,1000,Petrol,92.95,185340.0
3791,V003792,Van,4,1000,Petrol,79.58,301308.0
3792,V003793,Medium Truck,2,8000,Diesel,91.63,206421.0
3793,V003794,Van,2,1000,Petrol,69.47,202485.0
3794,V003795,Light Truck,12,3500,Diesel,100.0,291761.0
3795,V003796,Medium Truck,0,8000,Diesel,68.38,275765.0
3796,V003797,Heavy Truck,11,20000,Diesel,72.17,137061.0
3797,V003798,Heavy Truck,2,20000,Diesel,63.56,195901.0
3798,V003799,Light Truck,1,3500,Diesel,72.68,262504.0
3799,V003800,Medium Truck,11,8000,Diesel,77.36,142519.0
3800,V003801,Medium Truck,6,8000,Diesel,79.86,108864.0
3801,V003802,Light Truck,9,3500,Diesel,97.42,249316.0
3802,V003803,Heavy Truck,9,20000,Diesel,99.03,103703.0
3803,V003804,Medium Truck,13,8000,Diesel,86.33,263180.0
3804,V003805,Van,12,1000,Petrol,82.02,222095.0
3805,V003806,Medium Truck,11,8000,Diesel,81.4,82466.0
3806,V003807,Van,3,1000,Petrol,88.76,217593.0
3807,V003808,Light Truck,14,3500,Diesel,72.55,76642.0
3808,V003809,Van,4,1000,Petrol,86.03,289511.0
3809,V003810,Van,14,1000,Petrol,98.78,248371.0
3810,V003811,Light Truck,5,3500,Diesel,61.81,257587.0
3811,V003812,Light Truck,2,3500,Diesel,85.5,224185.0
3812,V003813,Medium Truck,11,8000,Diesel,82.01,181110.0
3813,V003814,Van,12,1000,Petrol,100.0,145670.0
3814,V003815,Light Truck,12,3500,Diesel,78.45,261831.0
3815,V003816,Van,5,1000,Petrol,93.14,293117.0
3816,V003817,Medium Truck,6,8000,Diesel,97.7,135798.0
3817,V003818,Light Truck,12,3500,Diesel,75.53,252353.0
3818,V003819,Van,11,1000,Petrol,91.13,140275.0
3819,V003820,Medium Truck,2,8000,Diesel,70.05,339904.0
3820,V003821,Heavy Truck,14,20000,Diesel,73.97,247658.0
3821,V003822,Light Truck,4,3500,Diesel,80.48,201050.0
3822,V003823,Van,14,1000,Petrol,73.67,216454.0
3823,V003824,Light Truck,7,3500,Diesel,66.54,162023.0
3824,V003825,Medium Truck,1,8000,Diesel,66.13,152997.0
3825,V003826,Motorbike,14,50,Petrol,69.47,272804.0
3826,V003827,Light Truck,5,3500,Diesel,81.77,402585.0
3827,V003828,Medium Truck,4,8000,Diesel,78.17,226973.0
3828,V003829,Medium Truck,0,8000,Diesel,100.0,108439.0
3829,V003830,Light Truck,10,3500,Diesel,100.0,71345.0
3830,V003831,Light Truck,2,3500,Diesel,94.17,24592.0
3831,V003832,Light Truck,0,3500,Diesel,89.43,66618.0
3832,V003833,Medium Truck,10,8000,Diesel,69.92,312622.0
3833,V003834,Light Truck,9,3500,Diesel,85.91,47653.0
3834,V003835,Heavy Truck,11,20000,Diesel,100.0,205727.0
3835,V003836,Light Truck,4,3500,Diesel,87.82,142897.0
3836,V003837,Medium Truck,3,8000,Diesel,88.21,55844.0
3837,V003838,Motorbike,14,50,Petrol,86.46,272543.0
3838,V003839,Medium Truck,7,8000,Diesel,100.0,193988.0
3839,V003840,Light Truck,5,3500,Diesel,96.34,281378.0
3840,V003841,Van,1,1000,Petrol,73.46,193689.0
3841,V003842,Light Truck,0,3500,Diesel,82.5,201163.0
3842,V003843,Van,3,1000,Petrol,70.77,182441.0
3843,V003844,Light Truck,0,3500,Diesel,76.85,208977.0
3844,V003845,Light Truck,4,3500,Diesel,100.0,138236.0
3845,V003846,Light Truck,13,3500,Diesel,71.41,90952.0
3846,V003847,Van,12,1000,Petrol,72.56,46759.0
3847,V003848,Van,2,1000,Petrol,80.84,210329.0
3848,V003849,Van,11,1000,Petrol,74.98,250219.0
3849,V003850,Medium Truck,4,8000,Diesel,75.85,152794.0
3850,V003851,Medium Truck,7,8000,Diesel,92.18,115256.0
3851,V003852,Light Truck,14,3500,Diesel,80.03,293473.0
3852,V003853,Light Truck,8,3500,Diesel,76.99,241295.0
3853,V003854,Van,3,1000,Petrol,88.97,247724.0
3854,V003855,Light Truck,11,3500,Diesel,100.0,42197.0
3855,V003856,Van,8,1000,Petrol,66.81,230349.0
3856,V003857,Heavy Truck,4,20000,Diesel,75.02,202981.0
3857,V003858,Light Truck,7,3500,Diesel,82.28,166929.0
3858,V003859,Heavy Truck,0,20000,Diesel,82.75,228469.0
3859,V003860,Heavy Truck,1,20000,Diesel,73.75,158333.0
3860,V003861,Medium Truck,9,8000,Diesel,87.53,164951.0
3861,V003862,Van,8,1000,Petrol,66.55,131771.0
3862,V003863,Medium Truck,12,8000,Diesel,69.88,9337.0
3863,V003864,Heavy Truck,1,20000,Diesel,100.0,65116.0
3864,V003865,Heavy Truck,9,20000,Diesel,59.81,66262.0
3865,V003866,Light Truck,8,3500,Diesel,76.43,283469.0
3866,V003867,Light Truck,1,3500,Diesel,90.33,161254.0
3867,V003868,Medium Truck,8,8000,Diesel,77.7,149403.0
3868,V003869,Light Truck,14,3500,Diesel,82.59,48328.0
3869,V003870,Van,10,1000,Petrol,64.09,336236.0
3870,V003871,Medium Truck,14,8000,Diesel,56.81,189743.0
3871,V003872,Medium Truck,6,8000,Diesel,72.45,104026.0
3872,V003873,Light Truck,0,3500,Diesel,83.69,222496.0
3873,V003874,Light Truck,13,3500,Diesel,86.71,32205.0
3874,V003875,Van,6,1000,Petrol,78.88,308912.0
3875,V003876,Medium Truck,8,8000,Diesel,98.24,268149.0
3876,V003877,Medium Truck,6,8000,Diesel,90.75,267011.0
3877,V003878,Medium Truck,7,8000,Diesel,100.0,178023.0
3878,V003879,Van,14,1000,Petrol,85.48,182709.0
3879,V003880,Heavy Truck,10,20000,Diesel,97.34,284125.0
3880,V003881,Heavy Truck,9,20000,Diesel,88.47,288051.0
3881,V003882,Light Truck,7,3500,Diesel,68.08,74183.0
3882,V003883,Medium Truck,4,8000,Diesel,82.92,222339.0
3883,V003884,Van,10,1000,Petrol,83.37,241010.0
3884,V003885,Heavy Truck,6,20000,Diesel,70.05,156044.0
3885,V003886,Van,13,1000,Petrol,100.0,167877.0
3886,V003887,Van,14,1000,Petrol,93.7,426368.0
3887,V003888,Medium Truck,2,8000,Diesel,97.97,64983.0
3888,V003889,Light Truck,2,3500,Diesel,71.64,242853.0
3889,V003890,Van,5,1000,Petrol,99.17,231224.0
3890,V003891,Van,0,1000,Petrol,88.58,168238.0
3891,V003892,Van,2,1000,Petrol,66.1,234693.0
3892,V003893,Van,5,1000,Petrol,75.57,53059.0
3893,V003894,Light Truck,5,3500,Diesel,95.39,104219.0
3894,V003895,Heavy Truck,3,20000,Diesel,69.24,1000.0
3895,V003896,Medium Truck,6,8000,Diesel,71.69,211183.0
3896,V003897,Light Truck,12,3500,Diesel,82.48,101061.0
3897,V003898,Motorbike,8,50,Petrol,91.84,307751.0
3898,V003899,Light Truck,9,3500,Diesel,95.56,119815.0
3899,V003900,Van,2,1000,Petrol,100.0,142601.0
3900,V003901,Van,8,1000,Petrol,90.27,119496.0
3901,V003902,Heavy Truck,14,20000,Diesel,75.03,100110.0
3902,V003903,Heavy Truck,7,20000,Diesel,64.93,201949.0
3903,V003904,Light Truck,8,3500,Diesel,91.65,189140.0
3904,V003905,Light Truck,10,3500,Diesel,61.75,46455.0
3905,V003906,Van,14,1000,Petrol,87.07,202586.0
3906,V003907,Medium Truck,8,8000,Diesel,97.72,128986.0
3907,V003908,Light Truck,6,3500,Diesel,53.71,150316.0
3908,V003909,Light Truck,7,3500,Diesel,89.0,111472.0
3909,V003910,Van,3,1000,Petrol,67.82,173599.0
3910,V003911,Van,12,1000,Petrol,100.0,199095.0
3911,V003912,Van,10,1000,Petrol,67.29,269529.0
3912,V003913,Van,8,1000,Petrol,80.14,301359.0
3913,V003914,Heavy Truck,11,20000,Diesel,87.05,228584.0
3914,V003915,Van,6,1000,Petrol,86.82,235934.0
3915,V003916,Medium Truck,13,8000,Diesel,92.07,122851.0
3916,V003917,Van,12,1000,Petrol,79.38,202831.0
3917,V003918,Light Truck,10,3500,Diesel,88.97,150905.0
3918,V003919,Van,4,1000,Petrol,70.5,310866.0
3919,V003920,Medium Truck,0,8000,Diesel,67.67,65205.0
3920,V003921,Van,8,1000,Petrol,67.92,300475.0
3921,V003922,Medium Truck,1,8000,Diesel,75.65,148030.0
3922,V003923,Medium Truck,4,8000,Diesel,76.32,288498.0
3923,V003924,Light Truck,7,3500,Diesel,84.69,66124.0
3924,V003925,Van,13,1000,Petrol,91.15,135272.0
3925,V003926,Heavy Truck,9,20000,Diesel,78.47,98299.0
3926,V003927,Light Truck,8,3500,Diesel,100.0,202391.0
3927,V003928,Medium Truck,14,8000,Diesel,50.27,78388.0
3928,V003929,Van,13,1000,Petrol,100.0,59332.0
3929,V003930,Light Truck,5,3500,Diesel,78.24,238768.0
3930,V003931,Light Truck,2,3500,Diesel,80.88,108081.0
3931,V003932,Medium Truck,3,8000,Diesel,94.8,123583.0
3932,V003933,Light Truck,14,3500,Diesel,93.51,158654.0
3933,V003934,Medium Truck,2,8000,Diesel,65.76,264434.0
3934,V003935,Medium Truck,3,8000,Diesel,100.0,111910.0
3935,V003936,Heavy Truck,13,20000,Diesel,77.78,189142.0
3936,V003937,Light Truck,2,3500,Diesel,79.47,1000.0
3937,V003938,Light Truck,6,3500,Diesel,79.26,53943.0
3938,V003939,Light Truck,6,3500,Diesel,74.15,266565.0
3939,V003940,Motorbike,1,50,Petrol,66.66,270249.0
3940,V003941,Van,5,1000,Petrol,100.0,206463.0
3941,V003942,Van,11,1000,Petrol,98.8,104137.0
3942,V003943,Light Truck,13,3500,Diesel,56.3,11677.0
3943,V003944,Van,6,1000,Petrol,68.02,154700.0
3944,V003945,Light Truck,14,3500,Diesel,87.65,81176.0
3945,V003946,Medium Truck,1,8000,Diesel,100.0,117871.0
3946,V003947,Medium Truck,8,8000,Diesel,95.9,147801.0
3947,V003948,Van,5,1000,Petrol,74.35,154903.0
3948,V003949,Van,13,1000,Petrol,77.4,66443.0
3949,V003950,Light Truck,4,3500,Diesel,76.4,118085.0
3950,V003951,Van,11,1000,Petrol,89.35,67469.0
3951,V003952,Medium Truck,7,8000,Diesel,83.42,285426.0
3952,V003953,Light Truck,14,3500,Diesel,72.77,82216.0
3953,V003954,Light Truck,14,3500,Diesel,88.5,97185.0
3954,V003955,Medium Truck,11,8000,Diesel,85.67,22666.0
3955,V003956,Van,11,1000,Petrol,90.59,188704.0
3956,V003957,Van,7,1000,Petrol,65.83,325831.0
3957,V003958,Van,5,1000,Petrol,75.19,221322.0
3958,V003959,Light Truck,6,3500,Diesel,76.89,23304.0
3959,V003960,Medium Truck,9,8000,Diesel,86.7,86035.0
3960,V003961,Medium Truck,13,8000,Diesel,64.9,81095.0
3961,V003962,Van,8,1000,Petrol,82.26,235278.0
3962,V003963,Heavy Truck,14,20000,Diesel,59.3,84852.0
3963,V003964,Heavy Truck,13,20000,Diesel,70.74,257025.0
3964,V003965,Heavy Truck,13,20000,Diesel,82.96,302003.0
3965,V003966,Van,2,1000,Petrol,69.66,133294.0
3966,V003967,Light Truck,5,3500,Diesel,82.59,42390.0
3967,V003968,Medium Truck,5,8000,Diesel,91.26,163522.0
3968,V003969,Light Truck,14,3500,Diesel,98.87,200041.0
3969,V003970,Light Truck,13,3500,Diesel,73.06,295773.0
3970,V003971,Heavy Truck,11,20000,Diesel,74.46,312951.0
3971,V003972,Medium Truck,9,8000,Diesel,76.52,171112.0
3972,V003973,Van,3,1000,Petrol,87.68,151615.0
3973,V003974,Van,1,1000,Petrol,71.51,19912.0
3974,V003975,Motorbike,12,50,Petrol,90.3,77984.0
3975,V003976,Light Truck,8,3500,Diesel,89.49,324172.0
3976,V003977,Van,11,1000,Petrol,100.0,190100.0
3977,V003978,Motorbike,7,50,Petrol,90.51,120437.0
3978,V003979,Medium Truck,4,8000,Diesel,66.67,134035.0
3979,V003980,Motorbike,10,50,Petrol,78.26,85239.0
3980,V003981,Light Truck,8,3500,Diesel,88.88,138515.0
3981,V003982,Van,14,1000,Petrol,77.13,191228.0
3982,V003983,Medium Truck,13,8000,Diesel,58.3,90723.0
3983,V003984,Light Truck,4,3500,Diesel,67.42,141015.0
3984,V003985,Medium Truck,6,8000,Diesel,78.54,174130.0
3985,V003986,Light Truck,4,3500,Diesel,95.38,195286.0
3986,V003987,Heavy Truck,7,20000,Diesel,76.41,100308.0
3987,V003988,Light Truck,11,3500,Diesel,73.38,37822.0
3988,V003989,Light Truck,13,3500,Diesel,85.66,180737.0
3989,V003990,Light Truck,4,3500,Diesel,93.61,287634.0
3990,V003991,Van,5,1000,Petrol,65.23,30339.0
3991,V003992,Heavy Truck,0,20000,Diesel,81.92,155691.0
3992,V003993,Light Truck,8,3500,Diesel,96.54,205260.0
3993,V003994,Light Truck,14,3500,Diesel,96.22,263082.0
3994,V003995,Van,3,1000,Petrol,81.58,168004.0
3995,V003996,Van,2,1000,Petrol,87.39,22826.0
3996,V003997,Light Truck,1,3500,Diesel,100.0,265057.0
3997,V003998,Van,0,1000,Petrol,84.31,147853.0
3998,V003999,Van,2,1000,Petrol,72.41,219026.0
3999,V004000,Light Truck,1,3500,Diesel,79.03,49465.0
4000,V004001,Medium Truck,5,8000,Diesel,99.7,138427.0
4001,V004002,Van,8,1000,Petrol,81.92,369998.0
4002,V004003,Light Truck,12,3500,Diesel,91.31,19175.0
4003,V004004,Light Truck,9,3500,Diesel,76.54,121238.0
4004,V004005,Medium Truck,5,8000,Diesel,77.66,230457.0
4005,V004006,Light Truck,11,3500,Diesel,76.47,105268.0
4006,V004007,Heavy Truck,1,20000,Diesel,64.19,84408.0
4007,V004008,Light Truck,6,3500,Diesel,85.57,212970.0
4008,V004009,Medium Truck,6,8000,Diesel,99.56,273402.0
4009,V004010,Van,9,1000,Petrol,83.34,197236.0
4010,V004011,Medium Truck,6,8000,Diesel,86.49,165440.0
4011,V004012,Van,7,1000,Petrol,84.17,239035.0
4012,V004013,Light Truck,2,3500,Diesel,93.14,143733.0
4013,V004014,Van,1,1000,Petrol,56.85,254567.0
4014,V004015,Medium Truck,2,8000,Diesel,78.49,3323.0
4015,V004016,Van,7,1000,Petrol,83.47,142810.0
4016,V004017,Van,5,1000,Petrol,83.44,320865.0
4017,V004018,Van,6,1000,Petrol,69.28,203567.0
4018,V004019,Medium Truck,10,8000,Diesel,68.28,74153.0
4019,V004020,Heavy Truck,0,20000,Diesel,80.53,232204.0
4020,V004021,Van,14,1000,Petrol,68.73,151496.0
4021,V004022,Van,9,1000,Petrol,100.0,162794.0
4022,V004023,Medium Truck,11,8000,Diesel,89.29,171850.0
4023,V004024,Medium Truck,8,8000,Diesel,88.96,284917.0
4024,V004025,Medium Truck,13,8000,Diesel,80.3,108980.0
4025,V004026,Medium Truck,8,8000,Diesel,86.38,253036.0
4026,V004027,Medium Truck,4,8000,Diesel,94.97,251980.0
4027,V004028,Light Truck,14,3500,Diesel,98.45,189160.0
4028,V004029,Medium Truck,1,8000,Diesel,100.0,109419.0
4029,V004030,Light Truck,0,3500,Diesel,98.55,35867.0
4030,V004031,Motorbike,4,50,Petrol,94.56,124311.0
4031,V004032,Van,14,1000,Petrol,74.7,256138.0
4032,V004033,Van,4,1000,Petrol,96.09,1000.0
4033,V004034,Heavy Truck,7,20000,Diesel,70.43,217216.0
4034,V004035,Van,5,1000,Petrol,71.69,93728.0
4035,V004036,Van,14,1000,Petrol,100.0,319308.0
4036,V004037,Van,4,1000,Petrol,87.18,180750.0
4037,V004038,Van,13,1000,Petrol,88.21,299733.0
4038,V004039,Light Truck,0,3500,Diesel,100.0,106848.0
4039,V004040,Light Truck,0,3500,Diesel,82.55,228818.0
4040,V004041,Light Truck,14,3500,Diesel,85.87,155922.0
4041,V004042,Medium Truck,11,8000,Diesel,86.34,285888.0
4042,V004043,Light Truck,2,3500,Diesel,94.27,259285.0
4043,V004044,Van,5,1000,Petrol,87.41,313374.0
4044,V004045,Light Truck,2,3500,Diesel,86.84,80441.0
4045,V004046,Van,7,1000,Petrol,68.34,77330.0
4046,V004047,Light Truck,7,3500,Diesel,94.21,182907.0
4047,V004048,Medium Truck,12,8000,Diesel,72.28,336877.0
4048,V004049,Light Truck,1,3500,Diesel,67.29,103843.0
4049,V004050,Heavy Truck,0,20000,Diesel,68.07,139052.0
4050,V004051,Van,0,1000,Petrol,64.66,354677.0
4051,V004052,Van,1,1000,Petrol,81.96,223836.0
4052,V004053,Van,9,1000,Petrol,62.19,63032.0
4053,V004054,Heavy Truck,14,20000,Diesel,78.19,205204.0
4054,V004055,Medium Truck,14,8000,Diesel,92.66,127295.0
4055,V004056,Light Truck,8,3500,Diesel,70.24,117575.0
4056,V004057,Light Truck,12,3500,Diesel,80.85,135608.0
4057,V004058,Light Truck,5,3500,Diesel,85.87,53149.0
4058,V004059,Light Truck,5,3500,Diesel,62.84,351434.0
4059,V004060,Light Truck,2,3500,Diesel,85.97,362631.0
4060,V004061,Motorbike,1,50,Petrol,92.48,230013.0
4061,V004062,Light Truck,2,3500,Diesel,97.69,162401.0
4062,V004063,Light Truck,2,3500,Diesel,76.82,57962.0
4063,V004064,Van,13,1000,Petrol,95.16,254913.0
4064,V004065,Medium Truck,8,8000,Diesel,72.17,282136.0
4065,V004066,Van,12,1000,Petrol,90.62,164129.0
4066,V004067,Light Truck,4,3500,Diesel,68.23,37889.0
4067,V004068,Van,14,1000,Petrol,78.85,144931.0
4068,V004069,Light Truck,13,3500,Diesel,74.24,227882.0
4069,V004070,Medium Truck,11,8000,Diesel,75.53,335245.0
4070,V004071,Van,13,1000,Petrol,69.77,206599.0
4071,V004072,Van,2,1000,Petrol,81.15,9810.0
4072,V004073,Medium Truck,8,8000,Diesel,87.71,267425.0
4073,V004074,Van,3,1000,Petrol,90.38,160153.0
4074,V004075,Medium Truck,9,8000,Diesel,68.22,8841.0
4075,V004076,Van,8,1000,Petrol,58.54,240951.0
4076,V004077,Van,6,1000,Petrol,85.2,269310.0
4077,V004078,Medium Truck,12,8000,Diesel,75.48,270470.0
4078,V004079,Motorbike,10,50,Petrol,87.8,166202.0
4079,V004080,Light Truck,12,3500,Diesel,90.48,184595.0
4080,V004081,Van,1,1000,Petrol,80.14,125818.0
4081,V004082,Van,11,1000,Petrol,100.0,76544.0
4082,V004083,Light Truck,0,3500,Diesel,90.33,173596.0
4083,V004084,Light Truck,13,3500,Diesel,74.33,175998.0
4084,V004085,Motorbike,4,50,Petrol,63.13,134130.0
4085,V004086,Light Truck,7,3500,Diesel,55.11,286602.0
4086,V004087,Medium Truck,12,8000,Diesel,98.89,271098.0
4087,V004088,Heavy Truck,12,20000,Diesel,57.28,215540.0
